CODE BARRE;ARTICLE;CODE;DESIGNATION_2;CODE_SELECTION;LOT;QTE;super Gros;demi gros;pharmacien;PPA;PRIX_SOLDE;PRIX_MIN;LABORATOIRE;fournisseur;ZONE;POIDS;CBM;CONDITIONNEMENT;QTE_STOCK_ALERTE;DATE_DERNIER_ACHAT;DATE_DERNIERE_VENTE;ART_FAMILLE_FR;OK_BLOQUE_VENTE;N°ARTICLE;N°LOT;
508209;MASQUE NATALOE CHARBON BLACK BAMBOO;NATA0012;PEELING, NETOYANT, ANTI POINT NOIR;          ;          ;0;1888.73;1924.37;1960;2450;1781.82;1835.27;;CF03;SR;0.1;0.01;;0;04/06/2023;;COSMETIC            ;N;664;664;
112208;MASQUE NATALOE ROSE MUSQUEE ET ALOE VERA;NATA0013;PEELING NETOYANT;          ;          ;0;1950.4;1987.2;2024;2504.06;1840;1895.2;;CF03;SR;0.1;0.01;;0;04/06/2023;;COSMETIC            ;N;665;665;
112093;CRM SOLAIRE NATALOE SPF 50 + 50 ML;NATA0014;;          ;          ;0;1865.6;1900.8;1936;2420;1760;1812.8;;CF03;SR;0.1;0.01;;0;27/03/2022;13/03/2023;COSMETIC            ;N;666;666;
548125;CRM DERMAGOR SUPPLETIVE;DERMA001;HYDRATANTE AU COLLAGENE MARIN;          ;;0;1110.03;1130.98;1193.81;1529.96;1047.2;1078.62;;CF03-1;SR;0.1;0.01;;0;05/10/2022;29/02/2024;DERMATOLOGIE        ;N;667;667;
100914;# CRM AVENE B-PROTECT SPF 50 + 30 ML;CRAV0003;EMBILISSEUR, POUR PEAU SENSIBLE;          ;;4;2778.34;2830.77;2961.82;3680;2621.08;2699.71;;CF03-64-62-54-16;Z6-B1;0.1;0.01;;0;30/06/2024;19/12/2024;DERMATOLOGIE        ;N;668;668;
;GEL AVENE CLEANANCE 100 ML;GEAV0001;GEL NETOYANT VISAGE ET CORP;          ;;0;1272;1344;1400.04;0;1200;1236;;29-52;Z6-A6;0.1;0.01;;0;29/10/2023;01/04/2024;DERMATOLOGIE        ;N;669;669;
112215;CRM NATALOE ANTI TACHES 10 ML;NATA0015;CREME ECLAIRCISSANTE;          ;          ;0;501.09;510.55;527.99;650;472.73;486.91;;CF03;SR;0.1;0.01;;0;04/06/2023;;COSMETIC            ;N;670;670;
005459;BARIEDERM CICALEVRE BAUME PROTECTE 15ML;URIA0015;URIAGE, REPARE, APAISE;          ;;0;629.64;641.52;691;850.01;594;611.82;;CF03;SR;0.1;0.01;;0;27/03/2022;17/01/2024;DERMATOLOGIE        ;N;671;671;
980364;GEL DEPIWHITE CONTOUR DES YEUX 15 ML;DEPI0004;ANTI POCHES, ANTI CERNES, ANTI FATIGUE;          ;A2        ;11;1143.41;1164.99;1218.92;0;1078.71;1111.05;;28-1;Z6-A1;0.1;0.01;;0;04/02/2025;22/01/2025;DERMATOLOGIE        ;N;672;672;
049659;CRM RUBORIL EXPERT INTENSE 15 ML;ISIS0007;SOIN CONCENTRÉ ANTIROUGEUR,ACTION CIBLÉ;          ;;1;1324.47;1349.46;1411.93;1800.03;1249.5;1286.98;;CF03;SR;0.1;0.01;;0;27/03/2022;;DERMATOLOGIE        ;N;673;673;
008283;MASQUE HYSEAC PURIFIANT PEEL OFF;URIA0018;PEAU GRASSE À IMPERFECTIONS;          ;          ;0;1482.94;1510.92;1538.9;2000;1399;1440.97;;CF03-29;SR;0.1;0.01;;0;10/11/2022;01/07/2023;DERMATOLOGIE        ;N;674;674;
025200;CRM A-DERMA PHYS-AC HYDRA 40 ML;ADER0003;PEAU ACNEIQUE, APAISANTE, HYDRATANTE;          ;;3;1808.2;1842.32;1944.67;2395.01;1705.85;1757.03;;CF03-28-29-16;SR;0.1;0.01;;0;15/05/2024;13/05/2024;DERMATOLOGIE        ;N;675;675;
770409;CRM NEOTONE PREVENT MINERAL TINTE50+30ML;ISIS0002;ADAPTÉ AU FEMME ENCEINTE, ALLAITANTE;          ;          ;0;2030.85;2069.17;2222.44;2850;1915.9;1973.38;;CF03;SR;0.1;0.01;;0;27/03/2022;13/07/2022;DERMATOLOGIE        ;N;676;676;
147775;CRM RUBORIL EXPERT TIEINTE SPF50+ 40ML;ISIS0008;CREME ANTI ROUGEUR, PEAU SENSIBLE;          ;          ;0;1508.13;1536.58;1607.72;2050.05;1422.76;1465.44;;CF03;SR;0.1;0.01;;0;27/03/2022;13/09/2022;DERMATOLOGIE        ;N;677;677;
003394;CRM ROSELIANE ANTI ROUGEURS;ROSE0002;APAISE, HYDRATE, DIMINUE LES ROUGEURS;          ;212607    ;0;1323.36;1348.33;1373.29;1647.95;1248.45;1285.9;;CF03-28-29;Z6-C1;0.1;0.01;;0;04/07/2023;20/05/2024;DERMATOLOGIE        ;N;678;2282;
770393;GEL NEOTONE COUNTOUR DES YEUX;ISIS0004;ANTI CERNES, ANTI POCHES;          ;;0;1513.68;1542.24;1599.36;2000.06;1428;1470.84;;CF03;SR;0.1;0.01;;0;27/03/2022;05/02/2023;DERMATOLOGIE        ;N;679;679;
008894;CRM BARIESUN TEINTE CLAIRE SPF 50+ 50 ML;URIA0009;RÉSISTE À L'EAU, PEAU SENSIBLE;          ;;1;2544;2592;2832;0;2400;2472;12/24;50;Z6-C1;0.1;0.01;;0;17/07/2024;10/02/2025;DERMATOLOGIE        ;N;680;680;
311232;CRM UVBLOCK TEINTEE SPF 80   40 ML;ISIS0012;ISISPHARMA, PROTECTION EXTREME;          ;;0;1555.1;1584.45;1643.13;2200.03;1467.08;1511.09;;CF03;SR;0.1;0.01;;0;27/03/2022;20/02/2023;DERMATOLOGIE        ;N;681;681;
311270;CRM UVBLOCK INVISIBLE SPF 80 40 ML;ISIS0009;ISISPHARMA, PROTECTION EXTREME;          ;;0;1571.7;1601.36;1675.5;2199.94;1482.74;1527.22;3/25;CF03-29;Z6-A6;0.1;0.01;;0;06/06/2022;11/05/2023;DERMATOLOGIE        ;N;682;682;
770270;CRM UVBLOCK MINERAL SPF 50 + 40ML;ISIS0010;ISISPHARMA, PEAU INTOLÉRANTE;          ;;0;1450.61;1477.98;1549.96;1949.98;1368.5;1409.55;;CF03-29;Z6-A6;0.1;0.01;;0;04/06/2022;18/05/2023;DERMATOLOGIE        ;N;683;683;
;CRM UVBLOCK MINERAL TEINTE SPF 50 + 40ML;ISIS0011;;          ;;0;1431.56;1458.57;1485.58;0;1350.53;1391.05;;CF03;;0.1;0.01;;0;27/03/2022;20/02/2023;DERMATOLOGIE        ;N;684;684;
717872;CRM TEEN DERM ISIS PHARMA  HYDRA 40 ML;ISIS0006;ISISPHARMA, HYDRATANTE, COMPENSATEUR;          ;          ;0;1450.61;1477.98;1525.06;1900;1368.5;1409.55;;CF03;SR;0.1;0.01;;0;27/03/2022;11/01/2023;DERMATOLOGIE        ;N;685;685;
243675;FLUIDE NEOTONE RADIANCE SPF 50 +;ISIS0003;ANTI TACHES, PROTECTEUR INTENSE;          ;          ;0;2585.87;2634.66;2805.42;3400;2439.5;2512.68;;CF03;Z6-A5;0.1;0.01;;0;27/03/2022;13/07/2022;DERMATOLOGIE        ;N;686;686;
004339;HYSEAC HYDRA SOIN RESTRUCTURANT 40 ML;URIA0017;HYDRATE, APAISE, RESTAURE;          ;          ;0;1037.74;1057.32;1106.27;1399.97;979;1008.37;;CF03;SR;0.1;0.01;;0;27/03/2022;24/10/2022;DERMATOLOGIE        ;N;687;687;
004865;CRM XEMOSE VISAGE 40 ML;XEMO0002;NOURIT, APAISE, PROTEGE;          ;          ;0;740.94;754.92;790;999.01;699;719.97;;CF03;SR;0.1;0.01;;0;27/03/2022;03/09/2022;DERMATOLOGIE        ;N;688;688;
790339;CRM PHOTODERM MAX  INVISIBLE SPF 50+;PHOT0002;BIODERMA, PEAU SENSIBLE;          ;          ;0;1593.18;1623.24;1698.39;2150;1503;1548.09;;CF03;SR;0.1;0.01;;0;27/03/2022;18/05/2022;DERMATOLOGIE        ;N;689;689;
197654;FLUIDE PHOTODERM MAX TEINTE DORE SPF 50+;FLPH0001;BIODERMA,PEAU SENSIBLE, MATTE,WATERPROOF;          ;          ;0;1593.18;1623.24;1698.39;2150.04;1503;1548.09;;CF03;SR;0.1;0.01;;0;27/03/2022;17/07/2022;DERMATOLOGIE        ;N;690;690;
900038;GELPHORE PLUS 2000 MG   BT / 10 AMP  10% UG;GELP0002;;          ;2590      ;175;1204.55;1227.28;1250.01;1500;1136.89;1170.47;;CF03-29-16-28-103-95;Z4;0.1;0.01;;0;26/10/2024;20/01/2025;COMPLEMENT ALLIMENTA;N;691;691;
9000052;GELPHORE PRO 3500  MG   BT / 10 AMP;GELP0003;MIEL, PROPOLIS, VITAMINE E;          ;;0;1485.61;1513.64;1541.67;1850.01;1401.52;1443.57;;28;Z3-M4;0.1;0.01;;0;26/06/2024;08/07/2024;COMPLEMENT ALLIMENTA;N;692;692;
083432;GELPHORE BOOST 3850 MG   BT / 10 AMP;GELP0004;;          ;K0822     ;0;1846.98;1881.82;1916.67;2300.01;1742.43;1794.7;;CF03-29-16-95;Z3-B4;0.1;0.01;;0;11/09/2024;18/09/2024;COMPLEMENT ALLIMENTA;N;693;1952;
900090;GELPHORE FER   BT / 10 AMP;GELP0007;FER + VITAMINE C;          ;J347      ;0;995.75;1014.54;1033.33;1240;939.39;967.57;;28;Z3-M4;0.1;0.01;;0;26/09/2024;07/10/2024;COMPLEMENT ALLIMENTA;N;694;1953;
900090;GELPHORE FER   BT / 10 AMP;GELP0007;FER + VITAMINE C;          ;;0;923.48;940.91;958.33;1150;871.21;897.35;;28;Z3-M4;0.1;0.01;;0;06/06/2022;17/04/2023;COMPLEMENT ALLIMENTA;O;694;694;
900069;GELPHORE MAG   BT / 10 AMP;GELP0006;;          ;;0;1100.15;1120.91;1141.67;1370;1037.89;1069.02;;CF03-29-16-28-95;Z3-B4;0.1;0.01;;0;11/09/2024;07/10/2024;COMPLEMENT ALLIMENTA;N;695;695;
900021;GELPHORE 1000 MG   BT / 10 AMP  10% UG;GELP0001;;          ;1381      ;180;987.72;1006.35;1024.99;1230;931.82;959.76;;103-28-28-95-16;Z4;0.1;0.01;;0;23/10/2024;18/02/2025;COMPLEMENT ALLIMENTA;N;696;696;
087300;GELPHORE NOBILIPHORE   BT / 10 AMP;GELP0008;;          ;K7348     ;24;1084.09;1104.55;1125;1350;1022.73;1053.41;;CF03-29-16-28-95;Z3-M4;0.1;0.01;;0;04/06/2024;17/02/2025;COMPLEMENT ALLIMENTA;N;697;697;
000024;CRM AKILEINE PIEDS TRES SEC BLEU;CRAK0001;PEAU MATURE                             ;          ;1026      ;0;311.16;317.03;334.69;395;293.55;302.36;;1027;Z3-K6;0.1;0.01;;0;22/11/2022;19/06/2023;COSMETIC            ;N;698;698;
000017;CRM AKILEINE ANTI TRANSPIRANTE VERT  30 ML;CRAK0002;FORTE TRANSPIRATION, PEAU FRAGILE;          ;;0;302.1;307.8;319.2;404.7;285;293.55;;CF03-29-28;Z3-K4;0.1;0.01;;0;20/06/2023;01/09/2024;COSMETIC            ;N;699;699;
000062;CRM AKILDIA PIED DIABETIQUE   30 ML;CRAK0003;;          ;1317      ;0;302.1;307.8;329.16;395.01;285;293.55;;CF03-28;Z3-K4;0.1;0.01;;0;14/02/2023;18/09/2023;COSMETIC            ;N;700;700;
000055;CRM AKILEINE BAUME REPOSANT ROUGE;CRAK0004;;          ;F209      ;5;311.16;317.03;325.69;395;293.55;302.36;;CF03-29;Z3-L5;0.1;0.01;;0;22/08/2022;01/09/2024;COSMETIC            ;N;701;1974;
003236;EDC FA 750 ML CITRON;ECFA0001;;          ;          ;15;614.79;616;625;0;579.97;597.41;;CF01-CF03-34-52;Z4-C3;0.1;0.01;;0;04/09/2024;30/12/2024;COSMETIC            ;N;702;702;
;SPRAY BUCCAL HALAZON;SPFR0007;;          ;;0;110.77;112.86;125;150;104.5;107.64;;CF03;SR;0.1;0.01;;0;27/03/2022;13/07/2023;PARA PHRMACIE       ;N;703;703;
000050;SAVON DOVE BLEU PACK 4;SADO0001;;          ;          ;104;329.61;319;335;0;323.2;326.39;;40-33-90-43;Z3-G6;0.1;0.01;;0;08/02/2025;10/02/2025;COSMETIC            ;N;704;704;
289327;SAVON DOVE ROSE  UNITAIRE;SADO0002;;          ;          ;11;301.6;319.01;325;0;289.99;298.71;;50-33-90;Z3-L7;0.1;0.01;;0;26/12/2024;15/02/2025;COSMETIC            ;N;705;705;
;VITAL HONEY BT/12;VITA0005;;          ;;0;4336.35;4418.17;4499.99;5400;4090.9;4213.63;02/24;CF03-28-29;Z3-M4;0.1;0.01;;0;17/08/2023;29/01/2024;COMPLEMENT ALLIMENTA;N;706;706;
191997;# ETUMAX     GELEE ROYAL    BT/12 SACET;ETUM0001;;          ;          ;23;3710.19;3780.15;3850;0;3499.98;3604.92;;CF03-35-92;Z3-D2;0.1;0.01;;0;30/12/2024;20/02/2025;PARA PHRMACIE       ;N;707;707;
801329;CRM NIVEA 200 ML;CRNI0005;;          ;          ;0;652.96;665.28;677.6;0;616;634.48;;40-CF03-33;Z3-K6;0.1;0.01;;0;06/08/2023;16/10/2023;COSMETIC            ;N;708;708;
101502;SPRAY MOOV  150 ML;SPMO0001;;          ;S12201    ;0;370.99;378.02;392;0;350.01;360.5;;CF03-28-29-45-43;Z3-E7;0.1;0.01;;0;23/09/2024;19/08/2024;PARA PHRMACIE       ;N;709;709;
000266;HUILE DE MASSAGE THERMOL  180ML;HUTH0003;CHAUFANTE;          ;;23;258.86;263.74;268.62;0;244.2;251.54;;28;Z5-B5;0.1;0.01;;0;15/01/2025;13/02/2025;PARA PHRMACIE       ;N;710;710;
000215;CRM  CADENCE FISSURES TALON 75 ML;CRCA0002;AVEC LE MIEL ET MLA CIRE NATURELLE;          ;;2;109.74;111.6;116.25;0;102.3;106.95;;40-46-43-CF03-45-78-;Z6-F5;0.1;0.01;;0;28/10/2024;20/01/2025;PARA PHRMACIE       ;N;711;711;
000976;MERINAL GENESIA GROSESE ET ALLAITEMENT      @;GENE0001;POUR LES NAUSÉES DE GROSSESSE, GINGEMBRE;          ;1266      ;137;722.74;736.31;750.01;900;681.83;702.22;MERINAL;CF03-28-29-16-106;Z3-A3;0.1;0.01;;0;25/01/2025;03/02/2025;COMPLEMENT ALLIMENTA;N;712;712;
200977;EDULCORANT CANDEL BT/100;EDUL0003;;          ;;0;153.7;156.6;162.4;200;145;149.35;;CF03;Z3-L5;0.1;0.01;;0;27/03/2022;01/04/2024;COMPLEMENT ALLIMENTA;N;713;713;
500035;EDULCORANT CANDEL BT/300;EDUL0004;;          ;;4;297.68;303.3;308.91;380;280.83;289.25;;CF03-28;Z3-I6;0.1;0.01;;0;17/09/2024;11/11/2024;COMPLEMENT ALLIMENTA;N;714;714;
200991;EDULCORANT CANDEL BT/500;EDUL0005;;          ;;0;481.81;490.9;499.99;599.79;454.54;468.18;;CF03-95;Z3-K7;0.1;0.01;;0;08/11/2023;12/09/2024;COMPLEMENT ALLIMENTA;N;715;715;
201042;EDULCORANT CANDEL BT/800;EDUL0006;;          ;;30;530.72;545.89;555.99;685;510.5;520.61;;28-1;Z3-I5;0.1;0.01;;0;20/11/2024;18/11/2024;COMPLEMENT ALLIMENTA;N;716;716;
;PASTILLES BRONCHONET ORANGE BT/12;PABR0001;;          ;;0;365.91;376.37;388.57;480;351.97;358.94;MAGPHARM;1;Z3-K3;0.1;0.01;;0;26/12/2024;11/02/2025;COMPLEMENT ALLIMENTA;N;717;717;
;PASTILLES BRONCHONET MENTHE BT/12;PABR0002;;          ;;0;365.91;376.37;383.34;460;351.97;362.43;MAGPHARM;CF03-1-28;Z3-L4;0.1;0.01;;0;26/12/2024;11/02/2025;COMPLEMENT ALLIMENTA;N;718;718;
;PASTILLES BRONCHONET CITRON MIEL BT/12;PABR0003;;          ;;0;365.91;376.37;383.34;460;351.97;362.43;MAGPHARM;1;Z3-L4;0.1;0.01;;0;26/12/2024;11/02/2025;COMPLEMENT ALLIMENTA;N;719;719;
390606;PASTILLES LOZATY COLA BT/12;PALO0001;;          ;          ;0;307.4;313.2;319;383.99;290;298.7;;CF03;Z3-L5;0.1;0.01;;0;27/03/2022;09/08/2022;COMPLEMENT ALLIMENTA;N;720;720;
10/2024;PASTILLES LOZATY MIEL CITRON BT/12;PALO0002;;          ;;0;307.4;319;326.25;0;290;298.7;;CF03-28-29;Z3-L4;0.1;0.01;;0;05/02/2024;19/08/2024;COMPLEMENT ALLIMENTA;N;721;721;
10/2024;PASTILLES LOZATY GINGEMBRE BT/12;PALO0003;;          ;;0;307.4;319;318.94;384;290.01;298.71;;28;Z3-L4;0.1;0.01;;0;05/02/2024;19/08/2024;COMPLEMENT ALLIMENTA;N;722;722;
390774;PASTILLES LOZATY ORANGE BT/12;PALO0004;;.         ;;0;307.2;318.8;319;384;289.8;298.5;;CF03-28;Z3-L4;0.1;0.01;;0;25/11/2023;19/08/2024;COMPLEMENT ALLIMENTA;N;723;723;
390781;PASTILLES LOZATY MENTHE BT/12;PALO0005;;          ;;0;305.69;319;319;384;288.4;297.05;;CF03-28;Z3-L4;0.1;0.01;;0;25/11/2023;19/08/2024;COMPLEMENT ALLIMENTA;N;724;724;
014428;LEVURE DE BIERE SANTIVERI BT/350;LEBI0003;;          ;          ;0;677;689.77;734.48;900;638.68;657.84;;CF03;Z3-B7;0.1;0.01;;0;27/03/2022;12/10/2022;COMPLEMENT ALLIMENTA;N;725;725;
000829;LEVURE DE BIERE PRODERMA BT/300;LEBI0004;;          ;;0;396;403.2;414;0;378;388.8;;CF03-28-95;Z3-D7;0.1;0.01;;0;19/10/2024;12/01/2025;COMPLEMENT ALLIMENTA;N;726;726;
000018;LEVURE DE BIERE ACTIFORME BT/100;LEBI0005;;          ;          ;0;171.87;175.11;186.46;250;162.14;167;;CF03;Z3-B7;0.1;0.01;;0;27/03/2022;30/06/2022;COMPLEMENT ALLIMENTA;N;727;727;
005070;INSUPEN PIC N° 05;INSU0002;;          ;          ;0;1727.8;1760.4;1825.6;0;1630;1678.9;;CF03-29-1;Z3-H4;0.1;0.01;;0;24/07/2023;05/10/2023;PARA MEDICALE       ;N;728;728;
004509;INSUPEN PIC N° 12;INSU0005;;          ;          ;0;1683.97;1715.74;1826.95;2500;1588.65;1636.31;;CF03;SR;0.1;0.01;;0;27/03/2022;07/01/2023;PARA MEDICALE       ;N;729;729;
074032;SAVON DERMACTIF;SADE0005;ANTIBACTERIEN;          ;          ;0;53;54;56.5;80;50;51.5;;41-42-CF03;Z6-C7;0.1;0.01;;0;27/06/2022;05/09/2022;COSMETIC            ;N;730;730;
000179;EDC MONT SAINT MICHEL FRAICHEUR  250 ML;ECMS0001;VERT FRAICHEUR;          ;          ;0;583;594;620;800;550;566.5;;33-CF03;Z6-C8;0.1;0.01;;0;06/08/2022;17/12/2023;COSMETIC            ;N;731;731;
320013;# FARINE S/ GLUTEN HIDHAB;FAHI0001;;          ;;130;174.9;176.55;177.37;0;165;169.95;;;Z2;0.1;0.01;;0;25/09/2023;17/02/2025;COMPLEMENT ALLIMENTA;N;732;732;
GLUCOSE 5 %;#     SERUM GLUCOSE 5% 500 ML;SEGL0001;;          ;;75;106.99;115;145;0;104.65;107.62;;CF03-28-94-22;Z2;0.1;0.01;;0;17/02/2025;30/12/2024;PARA PHRMACIE       ;N;733;733;
360458;SAFOGYNE LIQUIDE MOUSSANT DOUX 125 ML  CL/24;LOSA0001;HYGIENE INTIME;          ;SAF071    ;520;259.35;266.76;281.58;374.06;249.47;254.41;;CF03-29-16-105-62;Z5;0.1;0.01;;0;25/12/2024;17/02/2025;HYGIENNE            ;N;734;734;
360519;PAIN SURGRAS SAFOGYNE 100 GR  CL/40;PASA0002;ANTISEPTIQE, HIGIENE INTIME, CORPORELLE;          ;          ;0;148.5;151.3;158.3;198.67;140.09;144.29;;105-28-16;Z4;0.1;0.01;;0;19/02/2024;10/06/2024;HYGIENNE            ;O;735;735;
360519;PAIN SURGRAS SAFOGYNE 100 GR  CL/40;PASA0002;ANTISEPTIQE, HIGIENE INTIME, CORPORELLE;          ;2         ;768;153.99;156.89;165.61;206.03;145.27;149.63;;105-28-16;Z4;0.1;0.01;;0;25/12/2024;18/02/2025;HYGIENNE            ;N;735;3589;
407525;DOPPEL HERZ MEN AKTIV BT/30;AKTI0001;;          ;;0;1699.11;1731.16;1763.22;2115.87;1602.93;1651.02;;CF03;SR;0.1;0.01;;0;27/03/2022;30/01/2023;COMPLEMENT ALLIMENTA;N;736;736;
404661;DOPPEL HERZ DIABETETIKER  BT/30;AKTI0002;;          ;;0;1489.68;1517.79;1545.9;1854.93;1405.36;1447.52;;CF03;Z3-K5;0.1;0.01;;0;27/03/2022;12/08/2024;COMPLEMENT ALLIMENTA;N;737;737;
404852;DOPPEL HERZ AKTIV MENO BT/30;AKTI0003;;          ;          ;0;1359.04;1384.68;1410.32;1692.39;1282.11;1320.57;;CF03;SR;0.1;0.01;;0;27/03/2022;22/06/2022;COMPLEMENT ALLIMENTA;N;738;738;
404883;DOPPEL HERZ ZINC + VITAMINE C BT/30;AKTI0004;;          ;020100    ;0;1174.1;1196.25;1218.4;1462.08;1107.64;1140.87;;CF03-28;Z3-K6;0.1;0.01;;0;22/11/2022;15/06/2023;COMPLEMENT ALLIMENTA;N;739;739;
;MERINAL KAMIL ENERGIE VITALITE BT/20;KAMI0001;12 VITAMINE + GINSENG + CAFEINE;          ;          ;1;539.62;549.81;559.99;700;509.08;524.35;;CF03-29-28-16;Z3-B6;0.1;0.01;;0;15/06/2023;27/01/2025;COMPLEMENT ALLIMENTA;N;740;2644;
;MERINAL KAMIL ENERGIE VITALITE BT/20;KAMI0001;12 VITAMINE + GINSENG + CAFEINE;          ;;0;521.97;531.81;541.66;649.99;492.42;507.19;;CF03-29-28-16;Z3-B6;0.1;0.01;;0;24/10/2022;27/03/2023;COMPLEMENT ALLIMENTA;O;740;740;
001010;MERINAL MAGNOL STRESS MG 300 MG BT/20;MAGN0003;;          ;22CL2     ;25;555.95;566.44;603.15;750;524.48;540.21;;28-16;Z3-B4;0.1;0.01;;0;09/01/2025;03/02/2025;COMPLEMENT ALLIMENTA;N;741;741;
000990;MERINAL SOMNUIT SOMMEIL BT/20;SOMM0001;MELTONINE PLANTE + VITAMINE;          ;;10;682.59;695.47;708.35;850;643.95;663.27;;28-28-16;Z3-E5;0.1;0.01;;0;09/01/2025;17/02/2025;COMPLEMENT ALLIMENTA;N;742;742;
;KEITYCON FORTE;KEFO0001;;          ;          ;0;1138.69;1160.18;1181.66;1418;1074.24;1106.47;;CF03-28;Z3-A4;0.1;0.01;;0;13/07/2024;08/08/2024;COMPLEMENT ALLIMENTA;N;743;743;
000262;VIT C + ZINC MOBEN  500 MG EFFERVESCE BT/20;VITC0003;;          ;011       ;0;245.79;252.83;271.63;349.99;236.44;241.1;;CF03-28-29-95-1-16;Z3-B5;0.1;0.01;;0;20/05/2024;19/08/2024;COMPLEMENT ALLIMENTA;N;744;744;
000579;SEPTHOL KINE ROLL-ON 50 ML;SEPT0002;AU HULES ESSENTIELLES;          ;;0;320.62;326.67;332.72;399.26;302.47;311.54;;CF03;Z3-K6;0.1;0.01;;0;27/03/2022;02/08/2023;PARA PHRMACIE       ;N;745;745;
073072;CRM A-DERMA EXOMEGA CONTROL 200 ML;ADER0002;CR ÉMOLLIENTE ANTI-GRATAGE;          ;          ;0;3019.18;3076.14;3161.59;3998.99;2848.28;2933.73;;CF03-16;SR;0.1;0.01;;0;08/01/2024;16/03/2024;DERMATOLOGIE        ;N;746;746;
;MERINAL FERTIGEN HOMME BT/60+60;FERT0004;AMELIORE LA FERTILITÉ MASCULINE;          ;CX-123V01 ;0;6022.74;6136.38;6250.01;7500;5738.65;5852.28;;CF03-28-29-16;SR;0.1;0.01;;0;14/05/2024;12/08/2024;COMPLEMENT ALLIMENTA;N;747;747;
029807;LINGETTE MUSTELA APAISANTE PACK 70;MUST0001;VISAGE, MAINS, SIEGE;          ;01        ;0;881.92;898.56;940.16;1190.01;832;856.96;;CF03;SR;0.1;0.01;;0;27/03/2022;04/03/2023;BEBE                ;N;748;748;
980265;GEL MOUSSANT ACM SEBIONEX 200 ML;GESE0002;PEAU GRASSE À IMPERFECTION;          ;;2;1205.91;1228.66;1262.79;0;1137.65;1171.78;;CF03-29-28-1;Z6-B6;0.1;0.01;;0;05/12/2024;21/01/2025;DERMATOLOGIE        ;N;749;749;
980210;LAIT CORPOREL ECLAIRCIS DEPIWHITE ACM 200 ML;DEPI0005;HYDRTANT, ECLAIRCISSANT;          ;14        ;16;1388.6;1414.8;1441;0;1310;1349.3;;CF03-29-1-28-16;Z6-A1;0.1;0.01;;0;04/02/2025;12/02/2025;DERMATOLOGIE        ;N;750;750;
250892;SHP NOVOPHANE SEBO REGULATEUR;SHNO0002;CHEVEUX TENDENCE GRASSE;          ;;7;1518.97;1547.63;1599.93;0;1432.99;1475.98;;CF03-28-1-16;Z6-A5;0.1;0.01;;0;21/01/2025;09/01/2025;DERMATOLOGIE        ;N;751;751;
000288;PAIN SURGRAS ROGE CAV FLEUR DE COTON;ROGE0004;;          ;          ;0;642.41;654.53;666.65;799.99;606.05;624.23;;CF03;SR;0.1;0.01;;0;27/03/2022;24/04/2023;DERMATOLOGIE        ;N;752;752;
000264;PAIN SURGRAS ROGE CAV LAIT ET MIEL;ROGE0006;;          ;          ;0;642.41;654.53;666.65;799.99;606.05;624.23;;CF03;SR;0.1;0.01;;0;27/03/2022;22/10/2022;DERMATOLOGIE        ;N;753;753;
002466;PAIN SURGRAS ROGE CAV LAIT DE ROSE;ROGE0005;;          ;          ;0;642.43;654.56;666.68;800.01;606.07;624.25;;CF03;SR;0.1;0.01;;0;27/03/2022;24/04/2023;DERMATOLOGIE        ;N;754;754;
000271;PAIN SURGRAS ROGE CAV AMANDE VERTE;ROGE0002;;          ;          ;0;642.41;654.53;666.65;799.99;606.05;624.23;;CF03;SR;0.1;0.01;;0;27/03/2022;24/04/2023;DERMATOLOGIE        ;N;755;755;
311292;# SHP DERCOS ANTI CHUTE ENERGISANT 200 ML;SHVI0001;COULEUR ROUGE;          ;          ;0;2178.29;2219.21;2362.92;0;2054.73;2116.41;;95;Z6-C7;0.1;0.01;;0;28/05/2024;10/02/2025;DERMATOLOGIE        ;N;756;756;
521621;CRM URELIA 10  150 ML;ISIS0001;HYDRATANTE EXFOLIANTE, VISAGE ET CORP;          ;;0;1791.19;1824.98;1943.27;2300;1689.8;1740.49;;CF03;SR;0.1;0.01;;0;27/03/2022;09/07/2023;DERMATOLOGIE        ;N;757;757;
770386;LAIT CORPOREL NEOTONE;ISIS0005;;          ;;1;3027.36;3084.48;3284.4;3900;2856;2941.68;;CF03;SR;0.1;0.01;;0;27/03/2022;;DERMATOLOGIE        ;N;758;758;
396470;#  LOTION ACTINICA SPF 50 + 80 GR;LOAC0001;CREME PROTECTRICE, USAGE CORP;          ;;10;3762.85;3834.02;3900;0;3549.97;3656.57;;54;Z5-B2;0.1;0.01;;0;10/02/2025;30/09/2024;DERMATOLOGIE        ;N;759;759;
000969;MERINAL FERTIGEN FEMME  BT/30 SAC;FERT0005;POLYKYSTE;          ;24V01     ;7;1766.66;1799.99;1833.33;2200;1666.66;1716.66;;CF03-28-29-16;Z3-E5;0.1;0.01;;0;15/02/2025;17/02/2025;COMPLEMENT ALLIMENTA;N;760;1940;
485128;# SHP DERCOS ULTRA APAISANT 200 ML;SHVI0002;ANTI DEMANGEAISONS, BLEU;          ;          ;0;2385;2430;2475;3005.1;2250;2317.5;;CF03;SR;0.1;0.01;;0;14/05/2022;03/07/2023;DERMATOLOGIE        ;N;761;761;
